12519,39
10243,31
12198,36
10050,29
13764,43
7049,13
12062,47
10448,31
13232,45
13814,42
9824,36
9972,31
11607,31
8507,21
10254,26
11568,36
12495,44
10471,34
10940,29
12204,35
11277,30
12700,45
10915,32
11969,37
11965,42
12330,40
9979,34
9474,31
12949,38
13671,42
10997,37
5452,9
11798,40
11878,44
13181,39
10753,29
12063,40
11792,40
11475,33
14411,49
13810,52
13124,48
15745,60
8652,23
8925,24
8802,21
5658,14
9993,28
11213,31
13877,48
13316,37
12605,36
12855,45
13253,45
11320,38
13801,51
12145,45
8610,18
12061,38
10660,29
14685,48
11059,39
8774,27
11858,31
14282,51
11844,33
11813,38
13810,43
11940,34
13666,44
10920,38
11466,34
12809,43
13466,49
12388,38
13727,54
9528,28
11226,32
13231,43
10774,37
13380,45
12414,40
13781,48
9355,24
12907,38
10706,32
11725,41
8985,24
11726,36
14034,47
10822,34
14410,47
12597,45
12669,43
12068,38
12001,42
10679,30
10912,32
11980,37
11172,30
10740,32
11286,39
10688,32
12402,40
12637,39
13439,42
9221,24
12779,44
11125,30
9928,28
12881,36
12513,41
5728,14
13546,43
6946,13
11001,27
9342,24
11838,37
11427,34
11893,40
11690,37
12333,39
10528,31
10061,32
5779,13
13072,39
10814,36
10966,33
11368,39
13324,40
14217,44
15257,47
11991,35
9794,29
10222,32
11611,42
10935,34
12106,39
10371,33
11863,37
9876,31
9987,25
12357,37
10173,27
13096,48
12627,44
14934,49
13195,48
9785,32
10910,34
11125,34
10331,33
10489,35
14266,49
8983,25
11852,40
11994,32
12587,42
11544,43
13858,44
9970,26
13922,44
5065,13
12926,44
12400,43
14144,50
11493,37
11324,35
10058,32
12964,42
6037,12
14567,53
12690,49
11171,31
12393,41
11700,38
11127,30
13204,40
12280,38
13344,45
12672,41
13875,53
9833,32
11238,37
11106,38
10711,34
10536,26
11018,35
12326,34
11928,38
13334,42
12128,37
14159,46
13790,47
12854,34
11420,29
13975,49
10097,28
12805,43
13307,51
10655,30
8714,22
10341,37
12523,37
9604,23
12360,38
12179,39
10313,31
12925,40
9091,22
12385,46
10732,35
11343,35
10549,31
10523,31
10057,28
11488,42
11544,37
11393,39
12799,48
9048,31
13181,44
11548,33
11217,39
11080,35
13928,46
13607,42
10488,29
11342,31
6274,13
10027,32
13477,44
13959,47
12652,43
11543,32
14264,47
11768,34
12480,42
9841,29
10650,34
12532,46
11692,38
13404,48
11709,38
6561,14
13069,42
13747,45
10401,29
12458,38
11746,37
13228,43
13374,45
9359,22
11994,36
14017,43
14035,49
13570,52
12065,37
6201,13
12276,35
6129,12
12889,44
9448,29
10729,34
6652,13
12523,43
12034,41
12479,35
5629,14
11160,28
10975,36
5579,10
11547,43
6663,14
9935,29
14110,48
6430,13
11434,31
13000,38
9037,26
10834,33
12211,41
9516,28
12798,44
12099,36
6314,10
10520,31
12452,43
12292,37
11092,29
9871,25
10173,26
12885,48
10749,33
11701,35
11326,33
11116,29
11271,31
11122,35
10599,33
9825,31
11960,41
10912,27
11895,38
10604,31
11373,35
9811,26
11142,37
14368,53
14662,51
6345,13
11342,36
11369,41
11434,36
10827,32
10057,28
10861,36
12629,47
12352,38
12570,39
6606,15
12091,44
8399,22
11484,33
11584,36
13640,48
13352,43
10230,32
7100,12
11989,38
12919,49
11427,36
11541,41
9244,22
12789,47
10803,35
11905,28
10578,31
14226,49
10431,25
11887,34
13343,44
10605,31
12587,45
13322,45
12600,44
14629,48
11093,36
12609,40
12394,34
10260,29
10519,32
12184,34
14934,48
12943,44
11498,37
9841,34
10443,31
9780,31
12046,36
10532,32
12173,36
13052,41
13767,52
10340,34
9881,25
11133,34
5671,12
11257,31
14532,56
10500,31
11204,37
12284,36
12235,43
5729,14
8908,28
13300,40
10853,30
10402,32
9680,30
11990,41
13607,46
9580,25
11778,38
11627,31
10520,29
12840,42
13493,51
10947,27
12808,41
11145,38
5860,11
10435,32
10060,27
10851,29
9597,32
13003,42
12617,34
11793,42
9817,32
9248,26
11973,39
11388,32
11464,29
10257,27
11753,36
12662,42
10548,31
10446,32
6901,13
10061,32
11818,32
11345,37
13349,41
12045,44
13591,40
13517,48
11846,39
10518,27
12097,43
10330,29
10502,37
12233,48
12923,47
9837,28
13569,43
13054,41
9682,27
11748,36
12107,38
12043,33
13618,48
12339,40
13791,47
12655,40
9055,21
9334,20
12548,38
10058,28
12358,38
12081,42
14352,49
10964,36
11672,34
11803,31
6097,13
9810,29
12460,42
12535,39
10970,33
11320,36
12217,40
10604,25
12556,42
10185,32
13706,44
11525,39
13735,41
12949,40
11986,36
12590,41
11256,35
11098,32
12272,29
13932,44
14227,54
11216,32
13644,46
11980,40
14183,50
5884,12
11011,36
12302,39
10444,29
8909,26
12068,36
11537,36
10289,27
11009,35
12288,37
12614,37
13107,44
12597,45
9489,22
14258,46
14151,46
5872,14
12990,43
13792,48
12654,44
15953,62
12673,42
11880,37
12364,43
9943,29
12253,36
9574,27
9106,25
12322,36
10836,32
6469,13
14051,49
10299,28
12963,41
9719,28
9246,26
12171,41
10902,28
9230,28
9133,30
5419,9
12466,37
12600,37
12674,47
13137,41
12340,34
9000,23
12533,39
6515,14
13929,46
12059,44
13319,44
9174,19
14318,50
10985,30
5842,10
11930,37
11827,42
11109,37
14321,51
14151,52
10359,32
10213,25
9405,25
11618,36
13287,45
11486,39
13428,44
9468,26
11723,37
11863,34
13769,45
11136,37
13404,42
11443,32
13582,46
11528,37
12098,35
11100,39
12395,45
12763,42
11387,39
12972,44
11291,33
14834,46
9611,26
11729,38
11730,30
8905,22
11596,35
12155,33
5983,13
11464,41
11105,33
11122,37
10278,30
12053,39
13126,47
14403,49
9654,27
13412,48
8922,23
13181,44
12526,42
12781,34
11734,40
11804,37
12793,38
12161,42
13144,42
12128,38
11328,33
11613,40
10021,27
12768,42
12599,38
13835,45
10271,34
10064,33
11136,38
14277,51
11187,34
13004,47
11179,38
8922,26
12714,39
11787,38
11577,34
12053,44
11670,35
9544,27
12924,44
12629,42
9256,24
11997,36
13265,46
12194,35
13285,40
6261,14
10796,29
11691,37
12732,41
12700,45
11626,40
11514,35
12944,41
9385,29
11755,35
9322,26
10501,27
9902,34
15380,58
9986,32
12998,38
12774,41
11137,29
13407,45
10421,27
12719,37
13932,47
11973,37
13686,47
10418,33
12408,37
13596,44
8246,22
12160,38
14638,54
12880,42
12415,39
10873,33
7111,14
10318,27
5954,10
10956,28
12740,44
11970,36
13103,50
8642,22
9487,30
13363,37
9660,26
11903,33
12884,44
9444,24
10473,28
12425,40
12357,43
13190,47
12162,39
10510,31
12263,36
13335,47
15660,55
11883,35
10086,27
9568,32
15016,59
13814,48
5497,11
11594,36
11218,40
13028,52
13959,49
10687,36
12990,37
11030,36
10057,27
12427,36
11475,34
12486,42
9899,27
11964,40
14350,52
10685,29
12699,48
8953,22
14025,46
9899,26
10902,30
12030,37
12871,48
10447,34
10603,35
10281,36
10560,32
14514,52
11235,33
12297,40
10567,32
12082,35
13090,46
11106,32
10129,30
12332,47
13449,47
11524,39
11083,35
10381,35
10616,33
11759,36
11176,36
11625,39
9752,30
10620,30
9728,23
14454,46
9401,31
11275,39
10817,34
9001,28
13919,45
9383,28
14653,48
11956,36
10323,33
10968,35
10462,36
12088,36
8975,20
15913,59
14603,51
14954,53
12239,43
8949,30
9689,25
14330,50
10918,33
11943,40
6443,11
5030,12
13720,39
10558,29
14083,54
13811,45
10904,31
14049,50
12700,42
9598,30
11261,34
12241,36
13941,48
4841,13
13954,51
12468,35
14336,50
9609,26
10419,30
11354,32
13866,49
12282,39
11065,32
9128,24
10823,35
13087,40
11918,34
14046,47
10554,32
